1.059 124 WIND_INFO 124 42 0. 0. 0.
75.735 124 LINK_REPORT 124 -1 583 72 889717 17789 7 0. 0. 214 -70011.92
76.736 124 LINK_REPORT 124 -1 584 73 889717 17789 7 0. 0. 214 -70011.92
77.737 124 LINK_REPORT 124 -1 585 74 889717 17789 7 0. 0. 214 -75013.17
78.737 124 LINK_REPORT 124 -1 586 75 889717 17789 7 0. 0. 214 -75013.17
79.739 124 LINK_REPORT 124 -1 587 76 889717 17789 7 0. 0. 214 -75013.17
80.740 124 LINK_REPORT 124 -1 588 77 889717 17789 7 0. 0. 214 -75013.17
81.085 124 WIND_INFO 124 42 0. 0. 0.
81.740 124 LINK_REPORT 124 -1 589 78 889717 17789 7 0. 0. 214 -75013.17
82.741 124 LINK_REPORT 124 -1 590 79 889717 17789 7 0. 0. 214 -80014.4
83.738 124 WIND_INFO 124 42 0. 0. 0.
83.742 124 LINK_REPORT 124 -1 591 80 889717 17789 7 0. 0. 214 -80014.4
84.743 124 LINK_REPORT 124 -1 592 81 889717 17789 7 0. 0. 214 -80014.4
85.744 124 LINK_REPORT 124 -1 593 82 889717 17789 7 0. 0. 214 -80014.4
86.745 124 LINK_REPORT 124 -1 594 83 889717 17789 7 0. 0. 214 -80014.4
87.746 124 LINK_REPORT 124 -1 595 84 889717 17789 7 0. 0. 214 -85015.4
88.747 124 LINK_REPORT 124 -1 596 85 889717 17789 7 0. 0. 214 -85015.4
89.748 124 LINK_REPORT 124 -1 597 86 889717 17789 7 0. 0. 214 -85015.4
90.749 124 LINK_REPORT 124 -1 598 87 889717 17789 7 0. 0. 214 -85015.4
91.085 124 WIND_INFO 124 42 0. 0. 0.
91.750 124 LINK_REPORT 124 -1 599 88 889717 17789 7 0. 0. 214 -85015.4
92.750 124 LINK_REPORT 124 -1 600 89 889717 17789 7 0. 0. 214 -90016.15
93.741 124 WIND_INFO 124 42 0. 0. 0.
93.752 124 LINK_REPORT 124 -1 601 90 889717 17789 7 0. 0. 214 -90016.15
94.752 124 LINK_REPORT 124 -1 602 91 889717 17789 7 0. 0. 214 -90016.15
95.754 124 LINK_REPORT 124 -1 603 92 889717 17789 7 0. 0. 214 -90016.15
96.755 124 LINK_REPORT 124 -1 604 93 889717 17789 7 0. 0. 214 -90016.15
97.756 124 LINK_REPORT 124 -1 605 94 889717 17789 7 0. 0. 214 -95016.9
98.757 124 LINK_REPORT 124 -1 606 95 889717 17789 7 0. 0. 214 -95016.9
99.758 124 LINK_REPORT 124 -1 607 96 889717 17789 7 0. 0. 214 -95016.9
100.759 124 LINK_REPORT 124 -1 608 97 889717 17789 7 0. 0. 214 -95016.9
101.086 124 WIND_INFO 124 42 0. 0. 0.
101.760 124 LINK_REPORT 124 -1 609 98 889717 17789 7 0. 0. 214 -95016.9
102.761 124 LINK_REPORT 124 -1 610 99 889717 17789 7 0. 0. 214 -100017.35
103.758 124 WIND_INFO 124 42 0. 0. 0.
103.761 124 LINK_REPORT 124 -1 611 100 889717 17789 7 0. 0. 214 -100017.35
104.764 124 LINK_REPORT 124 -1 612 101 889717 17789 7 0. 0. 214 -100017.35
105.765 124 LINK_REPORT 124 -1 613 102 889717 17789 7 0. 0. 214 -100017.35
106.765 124 LINK_REPORT 124 -1 614 103 889717 17789 7 0. 0. 214 -100017.35
107.766 124 LINK_REPORT 124 -1 615 104 889717 17789 7 0. 0. 214 -105018.36
108.767 124 LINK_REPORT 124 -1 616 105 889717 17789 7 0. 0. 214 -105018.36
109.770 124 LINK_REPORT 124 -1 617 106 889717 17789 7 0. 0. 214 -105018.36
110.771 124 LINK_REPORT 124 -1 618 107 889717 17789 7 0. 0. 214 -105018.36
111.087 124 WIND_INFO 124 42 0. 0. 0.
111.772 124 LINK_REPORT 124 -1 619 108 889717 17789 7 0. 0. 214 -105018.36
112.772 124 LINK_REPORT 124 -1 620 109 889717 17789 7 0. 0. 214 -110018.77
113.741 124 WIND_INFO 124 42 0. 0. 0.
113.773 124 LINK_REPORT 124 -1 621 110 889717 17789 7 0. 0. 214 -110018.77
114.774 124 LINK_REPORT 124 -1 622 111 889717 17789 7 0. 0. 214 -110018.77
115.777 124 LINK_REPORT 124 -1 623 112 889717 17789 7 0. 0. 214 -110018.77
116.778 124 LINK_REPORT 124 -1 624 113 889717 17789 7 0. 0. 214 -110018.77
117.779 124 LINK_REPORT 124 -1 625 114 889717 17789 7 0. 0. 214 -115019.44
118.780 124 LINK_REPORT 124 -1 626 115 889717 17789 7 0. 0. 214 -115019.44
119.783 124 LINK_REPORT 124 -1 627 116 889717 17789 7 0. 0. 214 -115019.44
120.783 124 LINK_REPORT 124 -1 628 117 889717 17789 7 0. 0. 214 -115019.44
121.088 124 WIND_INFO 124 42 0. 0. 0.
121.783 124 LINK_REPORT 124 -1 629 118 889717 17789 7 0. 0. 214 -115019.44
122.785 124 LINK_REPORT 124 -1 630 119 889717 17789 7 0. 0. 214 -120019.85
123.742 124 WIND_INFO 124 42 0. 0. 0.
123.784 124 LINK_REPORT 124 -1 631 120 889717 17789 7 0. 0. 214 -120019.85
124.788 124 LINK_REPORT 124 -1 632 121 889717 17789 7 0. 0. 214 -120019.85
125.788 124 LINK_REPORT 124 -1 633 122 889717 17789 7 0. 0. 214 -120019.85
126.789 124 LINK_REPORT 124 -1 634 123 889717 17789 7 0. 0. 214 -120019.85
127.791 124 LINK_REPORT 124 -1 635 124 889717 17789 7 0. 0. 214 -125020.28
128.793 124 LINK_REPORT 124 -1 636 125 889717 17789 7 0. 0. 214 -125020.28
129.797 124 LINK_REPORT 124 -1 637 126 889717 17789 7 0. 0. 214 -125020.28
130.797 124 LINK_REPORT 124 -1 638 127 889717 17789 7 0. 0. 214 -125020.28
131.089 124 WIND_INFO 124 42 0. 0. 0.
131.796 124 LINK_REPORT 124 -1 639 128 889717 17789 7 0. 0. 214 -125020.28
132.797 124 LINK_REPORT 124 -1 640 129 889717 17789 7 0. 0. 214 -130020.56
133.743 124 WIND_INFO 124 42 0. 0. 0.
133.802 124 LINK_REPORT 124 -1 641 130 889717 17789 7 0. 0. 214 -130020.56
134.798 124 LINK_REPORT 124 -1 642 131 889717 17789 7 0. 0. 214 -130020.56
135.804 124 LINK_REPORT 124 -1 643 132 889717 17789 7 0. 0. 214 -130020.56
136.806 124 LINK_REPORT 124 -1 644 133 889717 17789 7 0. 0. 214 -130020.56
137.803 124 LINK_REPORT 124 -1 645 134 889717 17789 7 0. 0. 214 -135020.95
138.805 124 LINK_REPORT 124 -1 646 135 889717 17789 7 0. 0. 214 -135020.95
139.806 124 LINK_REPORT 124 -1 647 136 889717 17789 7 0. 0. 214 -135020.95
140.810 124 LINK_REPORT 124 -1 648 137 889717 17789 7 0. 0. 214 -135020.95
141.089 124 WIND_INFO 124 42 0. 0. 0.
141.811 124 LINK_REPORT 124 -1 649 138 889717 17789 7 0. 0. 214 -135020.95
142.814 124 LINK_REPORT 124 -1 650 139 889717 17789 7 0. 0. 214 -140021.47
143.744 124 WIND_INFO 124 42 0. 0. 0.
143.815 124 LINK_REPORT 124 -1 651 140 889717 17789 7 0. 0. 214 -140021.47
144.816 124 LINK_REPORT 124 -1 652 141 889717 17789 7 0. 0. 214 -140021.47
145.819 124 LINK_REPORT 124 -1 653 142 889717 17789 7 0. 0. 214 -140021.47
146.829 124 LINK_REPORT 124 -1 654 143 889717 17789 7 0. 0. 214 -140021.47
147.828 124 LINK_REPORT 124 -1 655 144 889717 17789 7 0. 0. 214 -145022.36
148.827 124 LINK_REPORT 124 -1 656 145 889717 17789 7 0. 0. 214 -145022.36
149.825 124 LINK_REPORT 124 -1 657 146 889717 17789 7 0. 0. 214 -145022.36
150.825 124 LINK_REPORT 124 -1 658 147 889717 17789 7 0. 0. 214 -145022.36
151.090 124 WIND_INFO 124 42 0. 0. 0.
151.828 124 LINK_REPORT 124 -1 659 148 889717 17789 7 0. 0. 214 -145022.36
152.829 124 LINK_REPORT 124 -1 660 149 889717 17789 7 0. 0. 214 -150023.01
153.745 124 WIND_INFO 124 42 0. 0. 0.
153.834 124 LINK_REPORT 124 -1 661 150 889717 17789 7 0. 0. 214 -150023.01
154.828 124 LINK_REPORT 124 -1 662 151 889717 17789 7 0. 0. 214 -150023.01
155.845 124 LINK_REPORT 124 -1 663 152 889717 17789 7 0. 0. 214 -150023.01
156.841 124 LINK_REPORT 124 -1 664 153 889717 17789 7 0. 0. 214 -150023.01
157.835 124 LINK_REPORT 124 -1 665 154 889717 17789 7 0. 0. 214 -155023.98
158.836 124 LINK_REPORT 124 -1 666 155 889717 17789 7 0. 0. 214 -155023.98
159.843 124 LINK_REPORT 124 -1 667 156 889717 17789 7 0. 0. 214 -155023.98
160.843 124 LINK_REPORT 124 -1 668 157 889717 17789 7 0. 0. 214 -155023.98
161.091 124 WIND_INFO 124 42 0. 0. 0.
161.839 124 LINK_REPORT 124 -1 669 158 889717 17789 7 0. 0. 214 -155023.98
162.841 124 LINK_REPORT 124 -1 670 159 889717 17789 7 0. 0. 214 -160024.4
163.745 124 WIND_INFO 124 42 0. 0. 0.
163.838 124 LINK_REPORT 124 -1 671 160 889717 17789 7 0. 0. 214 -160024.4
164.848 124 LINK_REPORT 124 -1 672 161 889717 17789 7 0. 0. 214 -160024.4
165.841 124 LINK_REPORT 124 -1 673 162 889717 17789 7 0. 0. 214 -160024.4
166.850 124 LINK_REPORT 124 -1 674 163 889717 17789 7 0. 0. 214 -160024.4
167.852 124 LINK_REPORT 124 -1 675 164 889717 17789 7 0. 0. 214 -165025.39
168.844 124 LINK_REPORT 124 -1 676 165 889717 17789 7 0. 0. 214 -165025.39
169.840 124 LINK_REPORT 124 -1 677 166 889717 17789 7 0. 0. 214 -165025.39
170.846 124 LINK_REPORT 124 -1 678 167 889717 17789 7 0. 0. 214 -165025.39
171.092 124 WIND_INFO 124 42 0. 0. 0.
171.841 124 LINK_REPORT 124 -1 679 168 889717 17789 7 0. 0. 214 -165025.39
172.842 124 LINK_REPORT 124 -1 680 169 889717 17789 7 0. 0. 214 -170025.85
173.749 124 WIND_INFO 124 42 0. 0. 0.
173.842 124 LINK_REPORT 124 -1 681 170 889717 17789 7 0. 0. 214 -170025.85
174.843 124 LINK_REPORT 124 -1 682 171 889717 17789 7 0. 0. 214 -170025.85
175.843 124 LINK_REPORT 124 -1 683 172 889717 17789 7 0. 0. 214 -170025.85
176.845 124 LINK_REPORT 124 -1 684 173 889717 17789 7 0. 0. 214 -170025.85
177.846 124 LINK_REPORT 124 -1 685 174 889717 17789 7 0. 0. 214 -175026.67
178.846 124 LINK_REPORT 124 -1 686 175 889717 17789 7 0. 0. 214 -175026.67
179.847 124 LINK_REPORT 124 -1 687 176 889717 17789 7 0. 0. 214 -175026.67
180.847 124 LINK_REPORT 124 -1 688 177 889717 17789 7 0. 0. 214 -175026.67
181.093 124 WIND_INFO 124 42 0. 0. 0.
181.848 124 LINK_REPORT 124 -1 689 178 889717 17789 7 0. 0. 214 -175026.67
182.849 124 LINK_REPORT 124 -1 690 179 889717 17789 7 0. 0. 214 -180027.18
183.747 124 WIND_INFO 124 42 0. 0. 0.
183.849 124 LINK_REPORT 124 -1 691 180 889717 17789 7 0. 0. 214 -180027.18
184.850 124 LINK_REPORT 124 -1 692 181 889717 17789 7 0. 0. 214 -180027.18
185.851 124 LINK_REPORT 124 -1 693 182 889717 17789 7 0. 0. 214 -180027.18
186.852 124 LINK_REPORT 124 -1 694 183 889717 17789 7 0. 0. 214 -180027.18
187.853 124 LINK_REPORT 124 -1 695 184 889717 17789 7 0. 0. 214 -185028.04
188.854 124 LINK_REPORT 124 -1 696 185 889717 17789 7 0. 0. 214 -185028.04
189.854 124 LINK_REPORT 124 -1 697 186 889717 17789 7 0. 0. 214 -185028.04
190.855 124 LINK_REPORT 124 -1 698 187 889717 17789 7 0. 0. 214 -185028.04
191.093 124 WIND_INFO 124 42 0. 0. 0.
191.856 124 LINK_REPORT 124 -1 699 188 889717 17789 7 0. 0. 214 -185028.04
192.857 124 LINK_REPORT 124 -1 700 189 889717 17789 7 0. 0. 214 -190028.75
193.748 124 WIND_INFO 124 42 0. 0. 0.
193.858 124 LINK_REPORT 124 -1 701 190 889717 17789 7 0. 0. 214 -190028.75
194.858 124 LINK_REPORT 124 -1 702 191 889717 17789 7 0. 0. 214 -190028.75
195.859 124 LINK_REPORT 124 -1 703 192 889717 17789 7 0. 0. 214 -190028.75
196.860 124 LINK_REPORT 124 -1 704 193 889717 17789 7 0. 0. 214 -190028.75
197.861 124 LINK_REPORT 124 -1 705 194 889717 17789 7 0. 0. 214 -195029.43
198.862 124 LINK_REPORT 124 -1 706 195 889717 17789 7 0. 0. 214 -195029.43
199.863 124 LINK_REPORT 124 -1 707 196 889717 17789 7 0. 0. 214 -195029.43
200.863 124 LINK_REPORT 124 -1 708 197 889717 17789 7 0. 0. 214 -195029.43
201.094 124 WIND_INFO 124 42 0. 0. 0.
201.865 124 LINK_REPORT 124 -1 709 198 889717 17789 7 0. 0. 214 -195029.43
202.866 124 LINK_REPORT 124 -1 710 199 889717 17789 7 0. 0. 214 -200029.85
203.749 124 WIND_INFO 124 42 0. 0. 0.
203.867 124 LINK_REPORT 124 -1 711 200 889717 17789 7 0. 0. 214 -200029.85
204.868 124 LINK_REPORT 124 -1 712 201 889717 17789 7 0. 0. 214 -200029.85
205.869 124 LINK_REPORT 124 -1 713 202 889717 17789 7 0. 0. 214 -200029.85
206.869 124 LINK_REPORT 124 -1 714 203 889717 17789 7 0. 0. 214 -200029.85
207.871 124 LINK_REPORT 124 -1 715 204 889717 17789 7 0. 0. 214 -205030.6
208.871 124 LINK_REPORT 124 -1 716 205 889717 17789 7 0. 0. 214 -205030.6
209.872 124 LINK_REPORT 124 -1 717 206 889717 17789 7 0. 0. 214 -205030.6
210.872 124 LINK_REPORT 124 -1 718 207 889717 17789 7 0. 0. 214 -205030.6
211.095 124 WIND_INFO 124 42 0. 0. 0.
211.874 124 LINK_REPORT 124 -1 719 208 889717 17789 7 0. 0. 214 -205030.6
212.875 124 LINK_REPORT 124 -1 720 209 889717 17789 7 0. 0. 214 -210030.77
213.750 124 WIND_INFO 124 42 0. 0. 0.
213.875 124 LINK_REPORT 124 -1 721 210 889717 17789 7 0. 0. 214 -210030.77
214.876 124 LINK_REPORT 124 -1 722 211 889717 17789 7 0. 0. 214 -210030.77
215.877 124 LINK_REPORT 124 -1 723 212 889717 17789 7 0. 0. 214 -210030.77
216.877 124 LINK_REPORT 124 -1 724 213 889717 17789 7 0. 0. 214 -210030.77
217.877 124 LINK_REPORT 124 -1 725 214 889717 17789 7 0. 0. 214 -215031.01
218.879 124 LINK_REPORT 124 -1 726 215 889717 17789 7 0. 0. 214 -215031.01
219.880 124 LINK_REPORT 124 -1 727 216 889717 17789 7 0. 0. 214 -215031.01
220.880 124 LINK_REPORT 124 -1 728 217 889717 17789 7 0. 0. 214 -215031.01
221.096 124 WIND_INFO 124 42 0. 0. 0.
221.881 124 LINK_REPORT 124 -1 729 218 889717 17789 7 0. 0. 214 -215031.01
222.882 124 LINK_REPORT 124 -1 730 219 889717 17789 7 0. 0. 214 -220031.23
223.752 124 WIND_INFO 124 42 0. 0. 0.
223.883 124 LINK_REPORT 124 -1 731 220 889717 17789 7 0. 0. 214 -220031.23
224.884 124 LINK_REPORT 124 -1 732 221 889717 17789 7 0. 0. 214 -220031.23
225.885 124 LINK_REPORT 124 -1 733 222 889717 17789 7 0. 0. 214 -220031.23
226.886 124 LINK_REPORT 124 -1 734 223 889717 17789 7 0. 0. 214 -220031.23
227.886 124 LINK_REPORT 124 -1 735 224 889717 17789 7 0. 0. 214 -225031.41
228.887 124 LINK_REPORT 124 -1 736 225 889717 17789 7 0. 0. 214 -225031.41
229.888 124 LINK_REPORT 124 -1 737 226 889717 17789 7 0. 0. 214 -225031.41
230.889 124 LINK_REPORT 124 -1 738 227 889717 17789 7 0. 0. 214 -225031.41
231.097 124 WIND_INFO 124 42 0. 0. 0.
231.890 124 LINK_REPORT 124 -1 739 228 889717 17789 7 0. 0. 214 -225031.41
232.890 124 LINK_REPORT 124 -1 740 229 889717 17789 7 0. 0. 214 -230031.91
233.753 124 WIND_INFO 124 42 0. 0. 0.
233.891 124 LINK_REPORT 124 -1 741 230 889717 17789 7 0. 0. 214 -230031.91
234.893 124 LINK_REPORT 124 -1 742 231 889717 17789 7 0. 0. 214 -230031.91
235.893 124 LINK_REPORT 124 -1 743 232 889717 17789 7 0. 0. 214 -230031.91
236.895 124 LINK_REPORT 124 -1 744 233 889717 17789 7 0. 0. 214 -230031.91
237.895 124 LINK_REPORT 124 -1 745 234 889717 17789 7 0. 0. 214 -235032.3
238.896 124 LINK_REPORT 124 -1 746 235 889717 17789 7 0. 0. 214 -235032.3
239.897 124 LINK_REPORT 124 -1 747 236 889717 17789 7 0. 0. 214 -235032.3
240.898 124 LINK_REPORT 124 -1 748 237 889717 17789 7 0. 0. 214 -235032.3
241.097 124 WIND_INFO 124 42 0. 0. 0.
241.898 124 LINK_REPORT 124 -1 749 238 889717 17789 7 0. 0. 214 -235032.3
